DriverPointsPerRace,TeamPointsPerRace,GridPosition,FinishPosition,PitStops,Stint1Length,Stint1Compound,Stint2Length,Stint2Compound,Stint3Length,Stint3Compound,Stint4Length,Stint4Compound,Laps,LengthKM,TurnCount,DrsZones,PitLaneLengthM,DegradationLevel,StreetCircuit,AvgTrackTemp,AvgAirTemp,AvgHumidity,RainfallMM,SafetyCarLaps,Score
6.833333333333333,20.666666666666668,5.0,4.0,1,23,C4,40,C3,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,14
13.833333333333334,31.166666666666668,4.0,5.0,1,27,C4,36,C3,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,8
4.5,10.666666666666666,8.0,6.0,1,27,C4,36,C3,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,12
6.166666666666667,10.666666666666666,6.0,7.0,2,21,C4,31,C3,11,C4,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,4
17.166666666666668,39.833333333333336,11.0,8.0,1,37,C3,26,C4,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,8
1.5,7.0,13.0,9.0,1,37,C4,26,C3,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,4
2.3333333333333335,3.1666666666666665,7.0,10.0,1,12,C4,50,C3,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,-4
1.0,1.1666666666666667,10.0,11.0,1,13,C4,49,C3,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,-1
0.16666666666666666,1.1666666666666667,18.0,12.0,1,37,C4,25,C3,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,0
0.8333333333333334,3.1666666666666665,9.0,13.0,1,11,C4,51,C3,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,-2
0.16666666666666666,0.16666666666666666,12.0,14.0,1,25,C4,37,C3,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,0
0.0,0.0,17.0,15.0,1,33,C3,29,C4,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,0
0.0,0.16666666666666666,15.0,16.0,2,8,C5,22,C3,32,C4,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,0
0.0,0.0,19.0,17.0,1,31,C3,31,C4,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,0
0.0,0.0,16.0,18.0,1,8,C4,54,C3,0,,0,,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,0
5.5,7.0,20.0,19.0,3,7,C5,33,C3,19,C4,3,C5,63,4.909,19,1,548,Medium,False,42.023776223776224,25.113986013986015,48.42657342657343,0.0,0,0
16.142857142857142,30.285714285714285,1.0,1.0,1,1,C4,77,C3,0,,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,25
7.571428571428571,22.0,2.0,2.0,1,1,C4,77,C3,0,,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,18
13.285714285714286,30.285714285714285,3.0,3.0,1,1,C4,77,C3,0,,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,15
14.428571428571429,22.0,4.0,4.0,1,1,C4,77,C3,0,,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,12
6.285714285714286,11.285714285714286,5.0,5.0,1,1,C3,77,C4,0,,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,10
23.0,38.285714285714285,6.0,6.0,2,1,C3,51,C4,26,C3,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,8
5.0,11.285714285714286,7.0,7.0,2,1,C3,50,C4,27,C3,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,6
2.142857142857143,2.857142857142857,8.0,8.0,1,1,C4,76,C3,0,,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,4
0.0,0.0,9.0,9.0,1,1,C4,76,C3,0,,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,2
0.0,0.14285714285714285,10.0,10.0,1,1,C3,76,C4,0,,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,1
4.714285714285714,6.285714285714286,14.0,11.0,1,1,C3,75,C4,0,,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,0
0.7142857142857143,2.857142857142857,12.0,12.0,1,1,C4,75,C3,0,,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,0
0.0,0.0,17.0,13.0,2,1,C3,14,C4,61,C3,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,0
1.5714285714285714,6.285714285714286,13.0,14.0,3,1,C3,41,C4,6,C3,28,C5,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,0
0.0,0.0,15.0,15.0,2,1,C3,56,C3,19,C4,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,0
0.0,0.0,18.0,16.0,2,1,C4,69,C3,6,C5,0,,78,3.337,19,1,350,Low,True,46.318000000000005,21.596499999999995,63.99,0.0,2,0
21.125,34.5,2.0,1.0,2,25,I,20,I,25,C4,0,,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,32
14.125,23.0,3.0,2.0,2,26,I,21,I,23,C4,0,,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,21
6.75,12.0,1.0,3.0,3,25,I,20,I,9,C3,16,C4,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,5
5.25,12.0,7.0,4.0,3,25,I,18,I,11,C4,16,C3,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,18
8.875,23.0,4.0,5.0,2,25,I,19,I,26,C4,0,,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,8
4.125,5.5,6.0,6.0,2,25,I,19,I,26,C3,0,,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,8
1.375,5.5,9.0,7.0,2,25,I,19,I,26,C3,0,,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,10
0.625,3.0,5.0,8.0,2,26,I,17,I,27,C4,0,,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,-2
0.125,0.25,15.0,9.0,2,25,I,15,I,30,C3,0,,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,4
0.125,0.25,18.0,10.0,1,44,I,26,C4,0,,0,,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,2
0.75,0.875,17.0,11.0,3,12,W,13,I,19,I,26,C4,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,0
0.125,0.875,14.0,12.0,4,7,W,18,I,16,I,13,C4,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,0
0.0,0.0,19.0,13.0,1,42,I,28,C4,0,,0,,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,0
2.375,3.0,8.0,14.0,1,44,I,26,C4,0,,0,,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,-4
0.0,0.0,20.0,15.0,3,24,I,20,I,8,C4,17,C4,70,4.361,14,2,404,Low,True,24.569911504424784,17.797345132743363,73.38053097345133,0.2743362831858407,11,0
21.555555555555557,33.44444444444444,2.0,1.0,2,17,C3,27,C2,22,C3,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,32
14.555555555555555,23.555555555555557,1.0,2.0,2,23,C3,24,C2,19,C3,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,11
6.111111111111111,13.777777777777779,3.0,3.0,2,16,C3,27,C2,23,C3,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,15
7.666666666666667,13.777777777777779,4.0,4.0,2,15,C3,21,C2,30,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,12
15.333333333333334,28.0,5.0,5.0,2,24,C3,23,C2,19,C3,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,10
12.0,28.0,6.0,6.0,2,15,C3,21,C2,30,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,8
9.0,23.555555555555557,9.0,7.0,2,21,C3,25,C2,20,C3,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,10
11.88888888888889,33.44444444444444,11.0,8.0,3,13,C3,18,C3,18,C2,17,C3,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,8
0.3333333333333333,0.5555555555555556,7.0,9.0,2,14,C3,24,C2,28,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,-2
0.2222222222222222,0.5555555555555556,8.0,10.0,2,13,C3,24,C2,29,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,-2
0.6666666666666666,0.7777777777777778,13.0,11.0,2,12,C3,26,C2,28,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,0
4.555555555555555,6.444444444444445,10.0,12.0,2,19,C3,26,C2,20,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,-1
0.0,0.0,15.0,13.0,2,9,C3,32,C2,24,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,0
1.8888888888888888,6.444444444444445,14.0,14.0,2,17,C3,20,C2,28,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,0
1.0,3.111111111111111,18.0,15.0,2,16,C3,26,C2,23,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,0
0.0,0.0,12.0,16.0,2,11,C3,17,C3,37,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,0
0.1111111111111111,0.7777777777777778,16.0,17.0,2,10,C3,19,C2,36,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,0
0.2222222222222222,0.2222222222222222,20.0,18.0,2,18,C2,25,C3,22,C3,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,0
2.111111111111111,3.111111111111111,17.0,19.0,3,9,C3,18,C2,17,C1,21,C3,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,0
0.0,0.2222222222222222,19.0,20.0,2,14,C3,20,C2,30,C1,0,,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0,0
8.1,15.1,3.0,1.0,2,22,C4,24,C4,25,C3,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,35
8.7,23.7,7.0,2.0,2,25,C4,26,C3,20,C4,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,30
11.6,27.0,4.0,3.0,2,22,C4,25,C3,24,C4,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,18
7.0,15.1,5.0,4.0,2,21,C4,32,C3,18,C4,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,14
21.9,33.0,1.0,5.0,3,23,C4,28,C3,13,C4,7,C5,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,-5
0.6,0.7,9.0,6.0,2,11,C4,28,C3,32,C3,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,14
11.1,33.0,8.0,7.0,2,21,C4,30,C3,20,C4,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,8
0.1,0.7,12.0,8.0,2,10,C4,28,C3,33,C3,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,8
0.9,2.8,11.0,9.0,2,10,C4,27,C3,34,C3,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,4
0.5,0.8,13.0,10.0,2,20,C4,22,C3,29,C4,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,2
14.8,27.0,6.0,11.0,4,1,C4,15,C3,17,C4,18,C4,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,-8
0.3,0.8,10.0,12.0,2,19,C4,24,C3,28,C4,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,-1
1.7,5.8,17.0,13.0,2,20,C4,23,C4,27,C3,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,0
1.9,2.8,14.0,14.0,2,21,C4,23,C3,26,C3,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,0
0.2,0.2,16.0,15.0,2,12,C4,27,C3,31,C3,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,0
0.0,0.0,18.0,16.0,2,19,C4,23,C3,28,C3,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,0
0.0,0.0,20.0,17.0,2,28,C3,23,C4,19,C3,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,0
4.1,5.8,15.0,18.0,3,11,C4,24,C4,33,C3,2,C5,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,0
0.0,0.2,19.0,19.0,3,1,C4,19,C4,29,C3,20,C4,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,0
15.0,23.7,2.0,20.0,2,23,C4,28,C3,13,C4,0,,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1,-18
7.7272727272727275,17.818181818181817,2.0,1.0,2,27,C2,11,I,14,C3,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,32
21.545454545454547,32.27272727272727,4.0,2.0,2,26,C2,12,I,14,C1,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,24
14.181818181818182,24.363636363636363,3.0,3.0,2,27,C2,12,I,13,C3,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,15
10.181818181818182,24.363636363636363,5.0,4.0,2,28,C2,10,I,14,C2,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,14
12.272727272727273,26.454545454545453,7.0,5.0,3,26,C2,13,I,11,C1,2,C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,14
1.2727272727272727,1.7272727272727273,6.0,6.0,2,26,C2,13,I,13,C3,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,8
1.5454545454545454,5.2727272727272725,8.0,7.0,2,26,C2,13,I,13,C2,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,8
3.727272727272727,5.2727272727272725,10.0,8.0,2,27,C2,11,I,14,C2,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,7
0.18181818181818182,0.18181818181818182,9.0,9.0,2,27,C2,11,I,14,C2,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,2
1.7272727272727273,2.727272727272727,13.0,10.0,2,27,C2,11,I,14,C3,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,2
0.0,0.18181818181818182,12.0,11.0,2,27,C2,11,I,14,C3,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,0
0.45454545454545453,1.7272727272727273,17.0,12.0,2,27,C2,10,I,15,C3,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,0
1.0,2.727272727272727,15.0,13.0,2,26,C2,11,I,14,C3,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,0
13.636363636363637,26.454545454545453,11.0,14.0,3,19,C2,8,I,10,I,14,C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,0
0.0,0.0,16.0,15.0,2,26,C2,11,I,14,C3,0,,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,0
0.2727272727272727,0.8181818181818182,18.0,16.0,4,19,C3,2,I,5,C2,12,I,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,0
10.727272727272727,32.27272727272727,20.0,17.0,4,19,C1,9,I,9,I,10,C2,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,0
0.0,0.0,14.0,18.0,4,12,C3,7,C2,7,I,11,I,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0,0
10.333333333333334,24.583333333333332,2.0,1.0,2,18,C4,29,C3,23,C4,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,32
14.25,24.583333333333332,1.0,2.0,2,17,C4,28,C3,25,C4,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,11
9.166666666666666,18.416666666666668,5.0,3.0,2,16,C4,24,C3,30,C3,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,20
12.5,25.166666666666668,6.0,4.0,2,23,C4,17,C3,30,C4,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,16
21.25,31.083333333333332,3.0,5.0,2,21,C4,28,C3,21,C4,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,5
12.166666666666666,25.166666666666668,4.0,6.0,2,21,C4,26,C3,23,C4,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,4
9.833333333333334,31.083333333333332,16.0,7.0,2,28,C3,19,C4,23,C4,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,12
9.25,18.416666666666668,17.0,8.0,2,33,C3,20,C4,17,C3,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,8
1.6666666666666667,2.5833333333333335,10.0,9.0,1,29,C4,41,C3,0,,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,3
1.9166666666666667,5.666666666666667,8.0,10.0,2,14,C5,31,C4,25,C3,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,-2
3.75,5.666666666666667,7.0,11.0,2,7,C5,30,C4,33,C3,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,-6
0.9166666666666666,2.5833333333333335,9.0,12.0,2,7,C4,21,C3,41,C3,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,-2
1.8333333333333333,2.25,11.0,13.0,2,2,C4,27,C3,40,C3,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,0
0.3333333333333333,0.3333333333333333,13.0,14.0,2,6,C5,23,C3,40,C3,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,0
0.4166666666666667,2.25,15.0,15.0,2,6,C5,28,C3,35,C3,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,0
0.0,0.0,12.0,16.0,2,16,C4,29,C3,24,C3,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,0
0.0,0.3333333333333333,14.0,17.0,3,8,C4,25,C3,30,C3,6,C5,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,0
0.25,0.75,19.0,18.0,3,6,C4,24,C3,34,C3,5,C5,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,0
0.0,0.0,18.0,19.0,2,7,C4,29,C3,33,C3,0,,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0,0
9.615384615384615,18.53846153846154,3.0,1.0,2,11,C3,15,C2,18,C2,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,35
11.461538461538462,26.0,5.0,2.0,2,11,C3,19,C2,14,C2,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,26
12.461538461538462,24.76923076923077,1.0,3.0,2,12,C3,13,C2,19,C2,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,5
20.384615384615383,29.923076923076923,11.0,4.0,2,10,C3,18,C2,16,C3,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,24
14.538461538461538,26.0,4.0,5.0,2,15,C3,14,C2,15,C2,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,8
11.846153846153847,24.76923076923077,7.0,6.0,2,20,C2,8,C3,16,C2,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,10
9.538461538461538,29.923076923076923,2.0,7.0,3,11,C3,10,C3,21,C2,2,C4,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,-6
3.4615384615384617,5.3076923076923075,8.0,8.0,1,13,C3,31,C3,0,,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,4
0.23076923076923078,0.6923076923076923,9.0,9.0,2,12,C3,18,C2,14,C2,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,2
0.8461538461538461,2.5384615384615383,13.0,10.0,2,8,C4,13,C3,23,C4,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,2
1.8461538461538463,5.3076923076923075,15.0,11.0,1,12,C3,32,C3,0,,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,0
0.3076923076923077,0.3076923076923077,10.0,12.0,2,8,C3,15,C3,21,C2,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,-1
0.46153846153846156,0.6923076923076923,12.0,13.0,2,9,C3,19,C2,16,C2,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,0
0.38461538461538464,2.076923076923077,17.0,14.0,1,17,C3,27,C2,0,,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,0
0.0,0.0,14.0,15.0,2,11,C3,24,C2,9,C3,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,0
1.6923076923076923,2.5384615384615383,20.0,16.0,1,15,C3,29,C4,0,,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,0
0.0,0.3076923076923077,18.0,17.0,2,8,C3,16,C3,20,C2,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,0
1.6923076923076923,2.076923076923077,16.0,18.0,2,7,C3,13,C2,24,C3,0,,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0,0
14.214285714285714,26.142857142857142,1.0,1.0,1,28,C2,44,C1,0,,0,,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0,25
19.785714285714285,29.142857142857142,2.0,2.0,1,27,C2,45,C1,0,,0,,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0,18
12.642857142857142,24.642857142857142,6.0,3.0,1,24,C2,48,C1,0,,0,,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0,22
11.928571428571429,26.142857142857142,3.0,4.0,1,33,C2,39,C1,0,,0,,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0,9
11.571428571428571,24.642857142857142,10.0,5.0,1,30,C2,42,C1,0,,0,,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0,19
9.357142857142858,29.142857142857142,5.0,6.0,1,29,C2,43,C1,0,,0,,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0,6
8.285714285714286,19.0,4.0,7.0,2,25,C2,29,C1,18,C3,0,,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0,0
10.714285714285714,19.0,14.0,8.0,2,23,C3,25,C1,24,C3,0,,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0,8
