DriverPointsPerRace,TeamPointsPerRace,GridPosition,FinishPosition,PitStops,Stint1Length,Stint1Compound,Stint2Length,Stint2Compound,Stint3Length,Stint3Compound,Stint4Length,Stint4Compound,Laps,LengthKM,TurnCount,DrsZones,PitLaneLengthM,DegradationLevel,StreetCircuit,AvgTrackTemp,AvgAirTemp,AvgHumidity,RainfallMM,SafetyCarLaps,Score
18.0,43.0,1.0,1.0,1,18,C3,32,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,25
25.0,43.0,15.0,2.0,1,18,C3,32,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,36
15.0,23.0,2.0,3.0,1,18,C3,32,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,12
6.0,16.0,3.0,4.0,1,18,C3,32,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,9
10.0,16.0,7.0,5.0,1,18,C2,32,C3,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,14
12.0,12.0,4.0,6.0,1,15,C3,35,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,4
0.0,12.0,12.0,7.0,1,16,C4,34,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,12
0.0,2.0,6.0,8.0,1,16,C3,34,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,0
2.0,2.0,9.0,9.0,1,14,C3,36,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,2
0.0,0.0,13.0,10.0,1,8,C3,42,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,2
0.0,0.0,16.0,11.0,1,17,C3,33,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,0
0.0,0.0,10.0,12.0,1,11,C3,39,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,-1
0.0,4.0,11.0,13.0,2,11,C3,7,C2,32,C3,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,0
0.0,0.0,18.0,14.0,1,17,C3,33,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,0
0.0,0.0,8.0,15.0,1,1,C3,49,C2,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,-4
0.0,1.0,20.0,16.0,1,18,C2,32,C3,0,,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,0
0.0,0.0,19.0,17.0,2,2,C4,17,C2,31,C3,0,,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,0
4.0,4.0,14.0,18.0,3,9,C3,8,C2,18,C3,14,C4,50,6.175,27,3,337,Medium,True,31.79256756756757,26.09189189189189,57.79054054054054,0.0,4,0
22.0,43.5,1.0,1.0,3,8,C3,47,C2,2,C4,1,C4,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,25
10.0,19.0,3.0,2.0,3,8,C3,47,C2,2,C4,1,C4,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,21
15.0,19.0,4.0,3.0,3,8,C3,47,C2,2,C4,1,C4,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,18
4.0,19.0,6.0,4.0,3,8,C3,47,C2,2,C4,1,C4,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,16
21.5,43.5,20.0,5.0,5,1,C2,1,C3,6,C2,47,C2,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,20
0.0,0.0,13.0,6.0,3,8,C3,47,C2,2,C4,1,C4,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,16
0.0,0.5,10.0,7.0,3,8,C3,47,C2,2,C4,1,C4,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,11
0.0,0.0,16.0,8.0,4,8,C3,46,C2,1,C4,2,C4,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,8
0.0,2.0,17.0,9.0,5,1,C4,7,C2,46,C2,1,C4,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,4
0.0,0.0,12.0,10.0,4,8,C3,46,C2,1,C4,2,C4,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,2
2.0,2.0,19.0,11.0,6,1,C4,7,C2,45,C2,1,C4,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,0
10.0,13.0,5.0,12.0,4,7,C3,1,C2,47,C2,2,C4,58,5.303,14,2,280,Medium,True,30.13963963963964,17.449549549549552,54.15765765765766,0.0,10,-10
18.0,41.0,3.0,1.0,1,11,C4,40,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,35
23.0,41.0,2.0,2.0,1,10,C4,41,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,18
2.0,8.666666666666666,1.0,3.0,1,11,C4,40,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,5
15.0,21.666666666666668,6.0,4.0,1,11,C4,40,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,16
6.666666666666667,8.666666666666666,4.0,5.0,1,11,C4,40,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,8
12.666666666666666,18.666666666666668,5.0,6.0,1,9,C4,42,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,6
6.666666666666667,21.666666666666668,9.0,7.0,1,11,C4,40,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,10
6.0,18.666666666666668,11.0,8.0,2,11,C4,38,C3,2,C5,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,8
2.6666666666666665,4.0,7.0,9.0,1,9,C4,42,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,-2
0.3333333333333333,0.3333333333333333,8.0,10.0,1,8,C4,43,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,-2
1.3333333333333333,4.0,10.0,11.0,1,8,C4,43,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,-1
0.3333333333333333,0.3333333333333333,12.0,12.0,1,7,C4,44,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,0
0.3333333333333333,2.3333333333333335,16.0,13.0,1,10,C4,41,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,0
1.3333333333333333,2.6666666666666665,17.0,14.0,2,5,C4,18,C3,28,C3,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,0
1.3333333333333333,2.6666666666666665,19.0,15.0,1,50,C3,1,C5,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,0
0.0,0.3333333333333333,14.0,16.0,1,8,C4,43,C3,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,0
2.0,2.3333333333333335,20.0,17.0,1,49,C3,1,C5,0,,0,,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,0
1.3333333333333333,2.0,13.0,18.0,3,6,C4,6,C3,22,C3,16,C4,51,6.003,20,2,316,Low,True,41.209999999999994,24.860625,49.225,0.0,4,0
23.25,45.0,9.0,1.0,1,45,C2,12,C3,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,48
21.75,45.0,1.0,2.0,1,20,C3,37,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,11
15.0,21.75,2.0,3.0,1,24,C3,33,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,12
7.0,19.0,6.0,4.0,1,17,C3,40,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,16
8.5,15.5,3.0,5.0,1,18,C3,39,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,5
12.0,19.0,13.0,6.0,1,37,C2,20,C3,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,16
7.0,15.5,7.0,7.0,1,17,C3,40,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,6
1.0,2.0,5.0,8.0,1,15,C3,42,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,-2
1.0,2.0,8.0,9.0,1,39,C2,18,C3,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,0
0.25,1.75,4.0,10.0,1,14,C3,43,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,-10
0.5,0.5,17.0,11.0,1,36,C2,21,C3,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,0
6.75,21.75,18.0,12.0,1,42,C2,15,C3,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,0
1.0,1.5,10.0,13.0,1,15,C3,42,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,-1
0.25,0.25,11.0,14.0,1,22,C3,35,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,0
1.5,1.75,12.0,15.0,1,33,C2,24,C3,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,0
0.5,1.5,14.0,16.0,1,31,C2,26,C3,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,0
2.5,3.5,16.0,17.0,1,4,C4,53,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,0
0.0,0.5,15.0,18.0,1,15,C3,42,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,0
1.0,3.5,19.0,19.0,1,5,C4,51,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,0
0.0,0.25,20.0,20.0,1,2,C3,54,C2,0,,0,,57,5.41,19,3,379,High,False,36.689032258064515,27.11741935483871,59.42580645161291,0.0,0,0
23.8,44.8,1.0,1.0,1,55,C4,23,I,0,,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,25
15.0,20.4,2.0,2.0,2,54,C3,1,C4,23,I,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,18
1.2,2.8,3.0,3.0,2,32,C4,22,C3,24,I,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,15
11.2,19.2,5.0,4.0,2,31,C4,23,C3,24,I,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,14
8.0,19.2,8.0,5.0,1,54,C3,24,I,0,,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,16
6.8,15.6,6.0,6.0,2,44,C3,11,C4,23,I,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,8
1.6,2.8,7.0,7.0,2,47,C3,7,C4,24,I,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,6
8.8,15.6,4.0,8.0,2,33,C3,22,C4,23,I,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,-4
2.0,2.8,10.0,9.0,2,50,C4,4,C3,23,I,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,3
0.8,2.8,11.0,10.0,1,54,C3,23,I,0,,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,2
0.8,1.2,15.0,11.0,1,51,C3,26,I,0,,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,0
0.0,0.4,12.0,12.0,1,53,C4,24,I,0,,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,0
0.4,1.2,19.0,13.0,2,1,C5,51,C3,25,I,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,0
0.2,0.2,13.0,14.0,2,18,C4,34,C3,25,I,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,0
0.4,0.4,9.0,15.0,1,53,C4,23,I,0,,0,,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,-2
21.0,44.8,20.0,16.0,5,1,C4,33,C3,19,C4,4,I,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,0
1.2,1.6,18.0,17.0,3,1,C4,53,C3,5,I,17,W,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,0
0.0,0.2,16.0,18.0,3,20,C4,3,C3,29,C5,24,I,78,3.337,19,1,350,Low,True,39.25568181818182,25.06590909090909,45.86363636363637,0.14772727272727273,0,0
24.0,41.5,1.0,1.0,2,26,C2,26,C1,14,C3,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,25
11.5,19.833333333333332,4.0,2.0,2,24,C3,26,C2,16,C3,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,24
8.333333333333334,19.833333333333332,12.0,3.0,2,25,C3,20,C2,21,C3,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,30
17.5,41.5,11.0,4.0,2,27,C2,23,C1,16,C3,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,24
8.0,15.0,2.0,5.0,2,15,C3,26,C2,25,C1,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,2
4.5,20.0,5.0,6.0,2,14,C3,20,C3,32,C1,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,6
15.5,20.0,8.0,7.0,2,19,C3,25,C3,22,C1,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,8
3.5,5.833333333333333,6.0,8.0,2,13,C3,22,C2,31,C1,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,0
0.3333333333333333,1.0,13.0,9.0,2,9,C3,27,C1,30,C1,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,4
2.3333333333333335,5.833333333333333,10.0,10.0,2,19,C3,20,C2,27,C1,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,1
7.0,15.0,19.0,11.0,2,16,C1,25,C3,25,C1,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,0
0.3333333333333333,0.3333333333333333,15.0,12.0,2,10,C3,24,C1,32,C2,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,0
0.8333333333333334,2.8333333333333335,9.0,13.0,2,17,C3,22,C1,26,C2,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,-2
0.0,0.3333333333333333,14.0,14.0,2,9,C3,29,C1,27,C2,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,0
1.0,1.3333333333333333,7.0,15.0,3,8,C3,18,C2,17,C1,22,C2,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,-6
0.16666666666666666,0.16666666666666666,18.0,16.0,2,16,C3,21,C1,28,C2,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,0
2.0,2.8333333333333335,3.0,17.0,3,1,C3,21,C1,28,C2,15,C3,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,-15
0.3333333333333333,1.3333333333333333,17.0,18.0,3,10,C3,14,C2,18,C1,23,C2,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,0
0.6666666666666666,1.0,16.0,19.0,2,5,C3,34,C1,26,C1,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,0
0.0,0.16666666666666666,20.0,20.0,2,17,C2,19,C1,29,C1,0,,66,4.655,14,2,367,High,False,33.838961038961045,22.674025974025977,63.077922077922075,0.0,0,0
24.285714285714285,41.0,1.0,1.0,2,12,C4,30,C3,28,C4,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,25
14.142857142857142,19.142857142857142,2.0,2.0,2,12,C4,29,C3,29,C3,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,18
12.428571428571429,21.714285714285715,3.0,3.0,2,12,C4,28,C3,30,C4,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,15
6.0,14.285714285714286,10.0,4.0,1,39,C4,31,C3,0,,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,23
8.285714285714286,14.285714285714286,11.0,5.0,1,38,C4,32,C3,0,,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,20
16.714285714285715,41.0,12.0,6.0,2,37,C3,31,C4,2,C5,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,16
0.14285714285714285,0.14285714285714285,9.0,7.0,1,12,C4,58,C3,0,,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,10
3.5714285714285716,5.714285714285714,6.0,8.0,2,12,C4,24,C3,34,C3,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,0
5.0,19.142857142857142,16.0,9.0,2,11,C4,16,C3,43,C3,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,4
0.5714285714285714,1.1428571428571428,14.0,10.0,1,36,C3,34,C4,0,,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,2
0.7142857142857143,2.4285714285714284,8.0,11.0,2,12,C4,25,C3,33,C3,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,-4
2.142857142857143,5.714285714285714,15.0,12.0,2,10,C5,23,C3,37,C3,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,0
1.7142857142857142,2.4285714285714284,7.0,13.0,2,12,C4,23,C3,35,C3,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,-6
0.2857142857142857,0.2857142857142857,19.0,14.0,2,1,C4,34,C3,35,,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,0
0.8571428571428571,1.1428571428571428,5.0,15.0,2,11,C4,20,C3,38,C3,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,-10
0.5714285714285714,1.1428571428571428,20.0,16.0,2,12,C4,20,C3,37,C3,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,0
0.2857142857142857,1.1428571428571428,13.0,17.0,2,35,C3,18,C4,16,C4,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,0
0.0,0.2857142857142857,17.0,18.0,2,11,C4,39,C3,19,C3,0,,70,4.361,14,2,404,Low,True,30.593209876543206,18.530246913580246,63.901234567901234,0.0,6,0
24.375,40.125,1.0,1.0,4,2,C4,22,C4,25,C3,20,C4,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,25
6.75,15.25,2.0,2.0,3,2,C4,13,C4,32,C4,24,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,18
15.75,40.125,15.0,3.0,3,2,C4,23,C4,25,C4,21,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,30
1.5,2.125,4.0,4.0,3,2,C4,12,C4,27,C3,30,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,12
14.625,19.25,7.0,5.0,3,2,C3,13,C3,29,C4,27,C4,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,14
8.5,15.25,3.0,6.0,3,2,C4,13,C4,30,C4,26,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,1
8.125,20.875,11.0,7.0,3,2,C4,12,C4,27,C3,30,C4,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,12
12.75,20.875,5.0,8.0,3,2,C4,12,C4,28,C3,29,C4,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,-2
4.625,19.25,6.0,9.0,4,2,C4,13,C4,21,C3,18,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,-4
1.875,5.5,9.0,10.0,3,2,C4,12,C4,30,C3,27,C4,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,0
0.875,0.875,10.0,11.0,3,2,C4,12,C4,27,C3,30,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,-1
0.5,1.125,17.0,12.0,3,2,C4,6,C4,30,C3,32,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,0
0.0,0.875,18.0,13.0,3,2,C4,12,C4,29,C3,27,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,0
3.625,5.5,12.0,14.0,3,2,C4,12,C4,26,C3,30,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,0
0.625,1.125,14.0,15.0,3,2,C3,19,C3,19,C4,30,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,0
0.625,2.125,13.0,16.0,4,2,C4,12,C4,8,C3,19,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,0
0.0,0.25,20.0,17.0,3,2,C4,10,C4,25,C3,33,C4,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,0
0.25,1.0,19.0,18.0,3,1,C3,1,C4,32,C3,36,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,0
0.25,0.25,16.0,19.0,4,1,C4,1,C3,21,C3,20,C3,71,4.318,10,3,359,Medium,False,32.05424836601307,22.398039215686275,52.04575163398693,0.0196078431372549,5,0
25.444444444444443,41.888888888888886,1.0,1.0,1,33,C2,19,C3,0,,0,,52,5.891,18,2,510,High,False,30.94105960264901,21.473509933774835,56.18543046357616,0.0,7,25
2.6666666666666665,3.2222222222222223,2.0,2.0,1,33,C2,19,C1,0,,0,,52,5.891,18,2,510,High,False,30.94105960264901,21.473509933774835,56.18543046357616,0.0,7,18
11.777777777777779,19.77777777777778,7.0,3.0,1,33,C2,19,C3,0,,0,,52,5.891,18,2,510,High,False,30.94105960264901,21.473509933774835,56.18543046357616,0.0,7,24
0.5555555555555556,3.2222222222222223,3.0,4.0,1,29,C2,23,C1,0,,0,,52,5.891,18,2,510,High,False,30.94105960264901,21.473509933774835,56.18543046357616,0.0,7,9
8.0,19.77777777777778,6.0,5.0,1,28,C3,24,C2,0,,0,,52,5.891,18,2,510,High,False,30.94105960264901,21.473509933774835,56.18543046357616,0.0,7,12
16.444444444444443,41.888888888888886,15.0,6.0,1,28,C2,24,C3,0,,0,,52,5.891,18,2,510,High,False,30.94105960264901,21.473509933774835,56.18543046357616,0.0,7,16
14.555555555555555,19.444444444444443,9.0,7.0,1,33,C2,19,C3,0,,0,,52,5.891,18,2,510,High,False,30.94105960264901,21.473509933774835,56.18543046357616,0.0,7,10
0.7777777777777778,0.7777777777777778,8.0,8.0,1,32,C2,20,C3,0,,0,,52,5.891,18,2,510,High,False,30.94105960264901,21.473509933774835,56.18543046357616,0.0,7,4
8.0,17.11111111111111,4.0,9.0,2,18,C2,14,C1,20,C2,0,,52,5.891,18,2,510,High,False,30.94105960264901,21.473509933774835,56.18543046357616,0.0,7,-8
