Season,Round,Driver,Points
2025,9,VER,137.0
2025,9,RUS,111.0
2025,9,LEC,94.0
2025,9,HAM,71.0
2025,9,ANT,48.0
2025,9,ALB,42.0
2025,9,HAD,21.0
2025,9,OCO,20.0
2025,9,HUL,16.0
2025,9,STR,14.0
2025,9,SAI,12.0
2025,9,GAS,11.0
2025,9,TSU,10.0
2025,9,BEA,6.0
2025,9,LAW,4.0
2025,9,ALO,2.0
2025,9,BOR,0.0
2025,9,DOO,0.0
2025,9,COL,0.0
2025,10,PIA,198.0
2025,10,NOR,176.0
2025,10,VER,155.0
2025,10,RUS,136.0
2025,10,LEC,104.0
2025,10,HAM,79.0
2025,10,ANT,63.0
2025,10,ALB,42.0
2025,10,OCO,22.0
2025,10,HAD,21.0
2025,10,HUL,20.0
2025,10,STR,14.0
2025,10,SAI,13.0
2025,10,GAS,11.0
2025,10,TSU,10.0
2025,10,ALO,8.0
2025,10,BEA,6.0
2025,10,LAW,4.0
2025,10,BOR,0.0
2025,10,DOO,0.0
2025,10,COL,0.0
2025,11,PIA,216.0
2025,11,NOR,201.0
2025,11,VER,155.0
2025,11,RUS,146.0
2025,11,LEC,119.0
2025,11,HAM,91.0
2025,11,ANT,63.0
2025,11,ALB,42.0
2025,11,OCO,23.0
2025,11,HUL,22.0
2025,11,HAD,21.0
2025,11,STR,14.0
2025,11,ALO,14.0
2025,11,SAI,13.0
2025,11,LAW,12.0
2025,11,GAS,11.0
2025,11,TSU,10.0
2025,11,BEA,6.0
2025,11,BOR,4.0
2025,11,DOO,0.0
2025,11,COL,0.0
2025,12,PIA,234.0
2025,12,NOR,226.0
2025,12,VER,165.0
2025,12,RUS,147.0
2025,12,LEC,119.0
2025,12,HAM,103.0
2025,12,ANT,63.0
2025,12,ALB,46.0
2025,12,HUL,37.0
2025,12,OCO,23.0
2025,12,HAD,21.0
2025,12,STR,20.0
2025,12,GAS,19.0
2025,12,ALO,16.0
2025,12,SAI,13.0
2025,12,LAW,12.0
2025,12,TSU,10.0
2025,12,BEA,6.0
2025,12,BOR,4.0
2025,12,DOO,0.0
2025,12,COL,0.0
2025,13,PIA,266.0
2025,13,NOR,250.0
2025,13,VER,185.0
2025,13,RUS,157.0
2025,13,LEC,139.0
2025,13,HAM,109.0
2025,13,ANT,63.0
2025,13,ALB,54.0
2025,13,HUL,37.0
2025,13,OCO,27.0
2025,13,HAD,22.0
2025,13,STR,20.0
2025,13,GAS,20.0
2025,13,LAW,16.0
2025,13,ALO,16.0
2025,13,SAI,16.0
2025,13,TSU,10.0
2025,13,BEA,8.0
2025,13,BOR,6.0
2025,13,DOO,0.0
2025,13,COL,0.0
2025,14,PIA,284.0
2025,14,NOR,275.0
2025,14,VER,187.0
2025,14,RUS,172.0
2025,14,LEC,151.0
2025,14,HAM,109.0
2025,14,ANT,64.0
2025,14,ALB,54.0
2025,14,HUL,37.0
2025,14,OCO,27.0
2025,14,STR,26.0
2025,14,ALO,26.0
2025,14,HAD,22.0
2025,14,GAS,20.0
2025,14,LAW,20.0
2025,14,SAI,16.0
2025,14,BOR,14.0
2025,14,TSU,10.0
2025,14,BEA,8.0
2025,14,DOO,0.0
2025,14,COL,0.0
2025,15,PIA,309.0
2025,15,NOR,275.0
2025,15,VER,205.0
2025,15,RUS,184.0
2025,15,LEC,151.0
2025,15,HAM,109.0
2025,15,ANT,64.0
2025,15,ALB,64.0
2025,15,HUL,37.0
2025,15,HAD,37.0
2025,15,STR,32.0
2025,15,ALO,30.0
2025,15,OCO,28.0
2025,15,GAS,20.0
2025,15,LAW,20.0
2025,15,BEA,16.0
2025,15,SAI,16.0
2025,15,BOR,14.0
2025,15,TSU,12.0
2025,15,DOO,0.0
2025,15,COL,0.0
2025,16,PIA,324.0
2025,16,NOR,293.0
2025,16,VER,230.0
2025,16,RUS,194.0
2025,16,LEC,163.0
2025,16,HAM,117.0
2025,16,ALB,70.0
2025,16,ANT,66.0
2025,16,HAD,38.0
2025,16,HUL,37.0
2025,16,STR,32.0
2025,16,ALO,30.0
2025,16,OCO,28.0
2025,16,GAS,20.0
2025,16,LAW,20.0
2025,16,BOR,18.0
2025,16,BEA,16.0
2025,16,SAI,16.0
2025,16,TSU,12.0
2025,16,DOO,0.0
2025,16,COL,0.0
2025,17,PIA,324.0
2025,17,NOR,299.0
2025,17,VER,255.0
2025,17,RUS,212.0
2025,17,LEC,165.0
2025,17,HAM,121.0
2025,17,ANT,78.0
2025,17,ALB,70.0
2025,17,HAD,39.0
2025,17,HUL,37.0
2025,17,STR,32.0
2025,17,SAI,31.0
2025,17,LAW,30.0
2025,17,ALO,30.0
2025,17,OCO,28.0
2025,17,GAS,20.0
2025,17,TSU,20.0
2025,17,BOR,18.0
2025,17,BEA,16.0
2025,17,DOO,0.0
2025,17,COL,0.0
2025,18,PIA,336.0
2025,18,NOR,314.0
2025,18,VER,273.0
2025,18,RUS,237.0
2025,18,LEC,173.0
2025,18,HAM,125.0
2025,18,ANT,88.0
2025,18,ALB,70.0
2025,18,HAD,39.0
2025,18,HUL,37.0
2025,18,ALO,36.0
2025,18,STR,32.0
2025,18,SAI,32.0
2025,18,LAW,30.0
2025,18,OCO,28.0
2025,18,GAS,20.0
2025,18,TSU,20.0
2025,18,BEA,18.0
2025,18,BOR,18.0
2025,18,DOO,0.0
2025,18,COL,0.0
2025,19,PIA,346.0
2025,19,NOR,332.0
2025,19,VER,306.0
2025,19,RUS,252.0
2025,19,LEC,192.0
2025,19,HAM,142.0
2025,19,ANT,89.0
2025,19,ALB,73.0
2025,19,HUL,41.0
2025,19,HAD,39.0
2025,19,SAI,38.0
2025,19,ALO,37.0
2025,19,STR,32.0
2025,19,LAW,30.0
2025,19,TSU,28.0
2025,19,OCO,28.0
2025,19,GAS,20.0
2025,19,BEA,20.0
2025,19,BOR,18.0
2025,19,DOO,0.0
2025,19,COL,0.0
2025,20,NOR,357.0
2025,20,PIA,356.0
2025,20,VER,321.0
2025,20,RUS,258.0
2025,20,LEC,210.0
2025,20,HAM,146.0
2025,20,ANT,97.0
2025,20,ALB,73.0
2025,20,HUL,41.0
2025,20,HAD,39.0
2025,20,SAI,38.0
2025,20,ALO,37.0
2025,20,STR,32.0
2025,20,BEA,32.0
2025,20,OCO,30.0
2025,20,LAW,30.0
2025,20,TSU,28.0
2025,20,GAS,20.0
2025,20,BOR,19.0
2025,20,DOO,0.0
2025,20,COL,0.0
2025,21,NOR,390.0
2025,21,PIA,366.0
2025,21,VER,341.0
2025,21,RUS,276.0
2025,21,LEC,214.0
2025,21,HAM,148.0
2025,21,ANT,122.0
2025,21,ALB,73.0
2025,21,HUL,43.0
2025,21,HAD,43.0
2025,21,BEA,40.0
2025,21,ALO,40.0
2025,21,SAI,38.0
2025,21,LAW,36.0
2025,21,STR,32.0
2025,21,OCO,30.0
2025,21,TSU,28.0
2025,21,GAS,22.0
2025,21,BOR,19.0
2025,21,DOO,0.0
2025,21,COL,0.0
2025,22,NOR,390.0
2025,22,PIA,366.0
2025,22,VER,341.0
2025,22,RUS,276.0
2025,22,LEC,214.0
2025,22,HAM,148.0
2025,22,ANT,122.0
2025,22,ALB,73.0
2025,22,HUL,43.0
2025,22,HAD,43.0
2025,22,BEA,40.0
2025,22,ALO,40.0
2025,22,SAI,38.0
2025,22,LAW,36.0
2025,22,STR,32.0
2025,22,OCO,30.0
2025,22,TSU,28.0
2025,22,GAS,22.0
2025,22,BOR,19.0
2025,22,DOO,0.0
2025,22,COL,0.0
2025,23,NOR,390.0
2025,23,PIA,366.0
2025,23,VER,341.0
2025,23,RUS,276.0
2025,23,LEC,214.0
2025,23,HAM,148.0
2025,23,ANT,122.0
2025,23,ALB,73.0
2025,23,HUL,43.0
2025,23,HAD,43.0
2025,23,BEA,40.0
2025,23,ALO,40.0
2025,23,SAI,38.0
2025,23,LAW,36.0
2025,23,STR,32.0
2025,23,OCO,30.0
2025,23,TSU,28.0
2025,23,GAS,22.0
2025,23,BOR,19.0
2025,23,DOO,0.0
2025,23,COL,0.0
2025,24,NOR,390.0
2025,24,PIA,366.0
2025,24,VER,341.0
2025,24,RUS,276.0
2025,24,LEC,214.0
2025,24,HAM,148.0
2025,24,ANT,122.0
2025,24,ALB,73.0
2025,24,HUL,43.0
2025,24,HAD,43.0
2025,24,BEA,40.0
2025,24,ALO,40.0
2025,24,SAI,38.0
2025,24,LAW,36.0
2025,24,STR,32.0
2025,24,OCO,30.0
2025,24,TSU,28.0
2025,24,GAS,22.0
2025,24,BOR,19.0
2025,24,DOO,0.0
2025,24,COL,0.0
