Driver,GrandPrix,DriverPointsPerRace,TeamPointsPerRace,GridPosition,FinishPosition,PitStops,Stint1Length,Stint1Compound,Stint2Length,Stint2Compound,Stint3Length,Stint3Compound,Stint4Length,Stint4Compound,Strategy,Laps,LengthKM,TurnCount,DrsZones,PitLaneLengthM,DegradationLevel,StreetCircuit,AvgTrackTemp,AvgAirTemp,AvgHumidity,RainfallMM,SafetyCarLaps
RUS,Spanish Grand Prix 2024,7.666666666666667,13.777777777777779,4.0,4.0,2,15,C3,21,C2,30,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
LEC,Spanish Grand Prix 2024,15.333333333333334,28.0,5.0,5.0,2,24,C3,23,C2,19,C3,0,,C3-C2-C3,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
SAI,Spanish Grand Prix 2024,12.0,28.0,6.0,6.0,2,15,C3,21,C2,30,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
PIA,Spanish Grand Prix 2024,9.0,23.555555555555557,9.0,7.0,2,21,C3,25,C2,20,C3,0,,C3-C2-C3,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
PER,Spanish Grand Prix 2024,11.88888888888889,33.44444444444444,11.0,8.0,3,13,C3,18,C3,18,C2,17,C3,C3-C3-C2-C3,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
GAS,Spanish Grand Prix 2024,0.3333333333333333,0.5555555555555556,7.0,9.0,2,14,C3,24,C2,28,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
OCO,Spanish Grand Prix 2024,0.2222222222222222,0.5555555555555556,8.0,10.0,2,13,C3,24,C2,29,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
HUL,Spanish Grand Prix 2024,0.6666666666666666,0.7777777777777778,13.0,11.0,2,12,C3,26,C2,28,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
ALO,Spanish Grand Prix 2024,4.555555555555555,6.444444444444445,10.0,12.0,2,19,C3,26,C2,20,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
ZHO,Spanish Grand Prix 2024,0.0,0.0,15.0,13.0,2,9,C3,32,C2,24,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
STR,Spanish Grand Prix 2024,1.8888888888888888,6.444444444444445,14.0,14.0,2,17,C3,20,C2,28,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
RIC,Spanish Grand Prix 2024,1.0,3.111111111111111,18.0,15.0,2,16,C3,26,C2,23,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
BOT,Spanish Grand Prix 2024,0.0,0.0,12.0,16.0,2,11,C3,17,C3,37,C1,0,,C3-C3-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
MAG,Spanish Grand Prix 2024,0.1111111111111111,0.7777777777777778,16.0,17.0,2,10,C3,19,C2,36,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
ALB,Spanish Grand Prix 2024,0.2222222222222222,0.2222222222222222,20.0,18.0,2,18,C2,25,C3,22,C3,0,,C2-C3-C3,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
TSU,Spanish Grand Prix 2024,2.111111111111111,3.111111111111111,17.0,19.0,3,9,C3,18,C2,17,C1,21,C3,C3-C2-C1-C3,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
SAR,Spanish Grand Prix 2024,0.0,0.2222222222222222,19.0,20.0,2,14,C3,20,C2,30,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,41.096103896103905,24.132467532467533,63.44155844155844,0.006493506493506494,0
RUS,Austrian Grand Prix 2024,8.1,15.1,3.0,1.0,2,22,C4,24,C4,25,C3,0,,C4-C4-C3,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
PIA,Austrian Grand Prix 2024,8.7,23.7,7.0,2.0,2,25,C4,26,C3,20,C4,0,,C4-C3-C4,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
SAI,Austrian Grand Prix 2024,11.6,27.0,4.0,3.0,2,22,C4,25,C3,24,C4,0,,C4-C3-C4,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
HAM,Austrian Grand Prix 2024,7.0,15.1,5.0,4.0,2,21,C4,32,C3,18,C4,0,,C4-C3-C4,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
VER,Austrian Grand Prix 2024,21.9,33.0,1.0,5.0,3,23,C4,28,C3,13,C4,7,C5,C4-C3-C4-C5,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
HUL,Austrian Grand Prix 2024,0.6,0.7,9.0,6.0,2,11,C4,28,C3,32,C3,0,,C4-C3-C3,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
PER,Austrian Grand Prix 2024,11.1,33.0,8.0,7.0,2,21,C4,30,C3,20,C4,0,,C4-C3-C4,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
MAG,Austrian Grand Prix 2024,0.1,0.7,12.0,8.0,2,10,C4,28,C3,33,C3,0,,C4-C3-C3,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
RIC,Austrian Grand Prix 2024,0.9,2.8,11.0,9.0,2,10,C4,27,C3,34,C3,0,,C4-C3-C3,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
GAS,Austrian Grand Prix 2024,0.5,0.8,13.0,10.0,2,20,C4,22,C3,29,C4,0,,C4-C3-C4,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
LEC,Austrian Grand Prix 2024,14.8,27.0,6.0,11.0,4,1,C4,15,C3,17,C4,18,C4,C4-C3-C4-C4,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
OCO,Austrian Grand Prix 2024,0.3,0.8,10.0,12.0,2,19,C4,24,C3,28,C4,0,,C4-C3-C4,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
STR,Austrian Grand Prix 2024,1.7,5.8,17.0,13.0,2,20,C4,23,C4,27,C3,0,,C4-C4-C3,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
TSU,Austrian Grand Prix 2024,1.9,2.8,14.0,14.0,2,21,C4,23,C3,26,C3,0,,C4-C3-C3,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
ALB,Austrian Grand Prix 2024,0.2,0.2,16.0,15.0,2,12,C4,27,C3,31,C3,0,,C4-C3-C3,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
BOT,Austrian Grand Prix 2024,0.0,0.0,18.0,16.0,2,19,C4,23,C3,28,C3,0,,C4-C3-C3,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
ZHO,Austrian Grand Prix 2024,0.0,0.0,20.0,17.0,2,28,C3,23,C4,19,C3,0,,C3-C4-C3,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
ALO,Austrian Grand Prix 2024,4.1,5.8,15.0,18.0,3,11,C4,24,C4,33,C3,2,C5,C4-C4-C3-C5,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
SAR,Austrian Grand Prix 2024,0.0,0.2,19.0,19.0,3,1,C4,19,C4,29,C3,20,C4,C4-C4-C3-C4,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
NOR,Austrian Grand Prix 2024,15.0,23.7,2.0,20.0,2,23,C4,28,C3,13,C4,0,,C4-C3-C4,71,4.318,10,3,359,Medium,False,46.420979020979026,29.42587412587413,35.00699300699301,0.006993006993006993,1
HAM,British Grand Prix 2024,7.7272727272727275,17.818181818181817,2.0,1.0,2,27,C2,11,I,14,C3,0,,C2-I-C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
VER,British Grand Prix 2024,21.545454545454547,32.27272727272727,4.0,2.0,2,26,C2,12,I,14,C1,0,,C2-I-C1,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
NOR,British Grand Prix 2024,14.181818181818182,24.363636363636363,3.0,3.0,2,27,C2,12,I,13,C3,0,,C2-I-C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
PIA,British Grand Prix 2024,10.181818181818182,24.363636363636363,5.0,4.0,2,28,C2,10,I,14,C2,0,,C2-I-C2,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
SAI,British Grand Prix 2024,12.272727272727273,26.454545454545453,7.0,5.0,3,26,C2,13,I,11,C1,2,C3,C2-I-C1-C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
HUL,British Grand Prix 2024,1.2727272727272727,1.7272727272727273,6.0,6.0,2,26,C2,13,I,13,C3,0,,C2-I-C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
STR,British Grand Prix 2024,1.5454545454545454,5.2727272727272725,8.0,7.0,2,26,C2,13,I,13,C2,0,,C2-I-C2,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
ALO,British Grand Prix 2024,3.727272727272727,5.2727272727272725,10.0,8.0,2,27,C2,11,I,14,C2,0,,C2-I-C2,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
ALB,British Grand Prix 2024,0.18181818181818182,0.18181818181818182,9.0,9.0,2,27,C2,11,I,14,C2,0,,C2-I-C2,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
TSU,British Grand Prix 2024,1.7272727272727273,2.727272727272727,13.0,10.0,2,27,C2,11,I,14,C3,0,,C2-I-C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
SAR,British Grand Prix 2024,0.0,0.18181818181818182,12.0,11.0,2,27,C2,11,I,14,C3,0,,C2-I-C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
MAG,British Grand Prix 2024,0.45454545454545453,1.7272727272727273,17.0,12.0,2,27,C2,10,I,15,C3,0,,C2-I-C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
RIC,British Grand Prix 2024,1.0,2.727272727272727,15.0,13.0,2,26,C2,11,I,14,C3,0,,C2-I-C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
LEC,British Grand Prix 2024,13.636363636363637,26.454545454545453,11.0,14.0,3,19,C2,8,I,10,I,14,C3,C2-I-I-C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
BOT,British Grand Prix 2024,0.0,0.0,16.0,15.0,2,26,C2,11,I,14,C3,0,,C2-I-C3,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
OCO,British Grand Prix 2024,0.2727272727272727,0.8181818181818182,18.0,16.0,4,19,C3,2,I,5,C2,12,I,C3-I-C2-I,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
PER,British Grand Prix 2024,10.727272727272727,32.27272727272727,20.0,17.0,4,19,C1,9,I,9,I,10,C2,C1-I-I-C2,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
ZHO,British Grand Prix 2024,0.0,0.0,14.0,18.0,4,12,C3,7,C2,7,I,11,I,C3-C2-I-I,52,5.891,18,2,510,High,False,27.670068027210885,15.77074829931973,67.33333333333333,0.3469387755102041,0
PIA,Hungarian Grand Prix 2024,10.333333333333334,24.583333333333332,2.0,1.0,2,18,C4,29,C3,23,C4,0,,C4-C3-C4,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
NOR,Hungarian Grand Prix 2024,14.25,24.583333333333332,1.0,2.0,2,17,C4,28,C3,25,C4,0,,C4-C3-C4,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
HAM,Hungarian Grand Prix 2024,9.166666666666666,18.416666666666668,5.0,3.0,2,16,C4,24,C3,30,C3,0,,C4-C3-C3,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
LEC,Hungarian Grand Prix 2024,12.5,25.166666666666668,6.0,4.0,2,23,C4,17,C3,30,C4,0,,C4-C3-C4,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
VER,Hungarian Grand Prix 2024,21.25,31.083333333333332,3.0,5.0,2,21,C4,28,C3,21,C4,0,,C4-C3-C4,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
SAI,Hungarian Grand Prix 2024,12.166666666666666,25.166666666666668,4.0,6.0,2,21,C4,26,C3,23,C4,0,,C4-C3-C4,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
PER,Hungarian Grand Prix 2024,9.833333333333334,31.083333333333332,16.0,7.0,2,28,C3,19,C4,23,C4,0,,C3-C4-C4,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
RUS,Hungarian Grand Prix 2024,9.25,18.416666666666668,17.0,8.0,2,33,C3,20,C4,17,C3,0,,C3-C4-C3,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
TSU,Hungarian Grand Prix 2024,1.6666666666666667,2.5833333333333335,10.0,9.0,1,29,C4,41,C3,0,,0,,C4-C3,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
STR,Hungarian Grand Prix 2024,1.9166666666666667,5.666666666666667,8.0,10.0,2,14,C5,31,C4,25,C3,0,,C5-C4-C3,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
ALO,Hungarian Grand Prix 2024,3.75,5.666666666666667,7.0,11.0,2,7,C5,30,C4,33,C3,0,,C5-C4-C3,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
RIC,Hungarian Grand Prix 2024,0.9166666666666666,2.5833333333333335,9.0,12.0,2,7,C4,21,C3,41,C3,0,,C4-C3-C3,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
HUL,Hungarian Grand Prix 2024,1.8333333333333333,2.25,11.0,13.0,2,2,C4,27,C3,40,C3,0,,C4-C3-C3,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
ALB,Hungarian Grand Prix 2024,0.3333333333333333,0.3333333333333333,13.0,14.0,2,6,C5,23,C3,40,C3,0,,C5-C3-C3,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
MAG,Hungarian Grand Prix 2024,0.4166666666666667,2.25,15.0,15.0,2,6,C5,28,C3,35,C3,0,,C5-C3-C3,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
BOT,Hungarian Grand Prix 2024,0.0,0.0,12.0,16.0,2,16,C4,29,C3,24,C3,0,,C4-C3-C3,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
SAR,Hungarian Grand Prix 2024,0.0,0.3333333333333333,14.0,17.0,3,8,C4,25,C3,30,C3,6,C5,C4-C3-C3-C5,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
OCO,Hungarian Grand Prix 2024,0.25,0.75,19.0,18.0,3,6,C4,24,C3,34,C3,5,C5,C4-C3-C3-C5,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
ZHO,Hungarian Grand Prix 2024,0.0,0.0,18.0,19.0,2,7,C4,29,C3,33,C3,0,,C4-C3-C3,70,4.381,14,1,364,Medium,False,44.91612903225806,28.82387096774194,46.92258064516129,0.0,0
HAM,Belgian Grand Prix 2024,9.615384615384615,18.53846153846154,3.0,1.0,2,11,C3,15,C2,18,C2,0,,C3-C2-C2,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
PIA,Belgian Grand Prix 2024,11.461538461538462,26.0,5.0,2.0,2,11,C3,19,C2,14,C2,0,,C3-C2-C2,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
LEC,Belgian Grand Prix 2024,12.461538461538462,24.76923076923077,1.0,3.0,2,12,C3,13,C2,19,C2,0,,C3-C2-C2,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
VER,Belgian Grand Prix 2024,20.384615384615383,29.923076923076923,11.0,4.0,2,10,C3,18,C2,16,C3,0,,C3-C2-C3,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
NOR,Belgian Grand Prix 2024,14.538461538461538,26.0,4.0,5.0,2,15,C3,14,C2,15,C2,0,,C3-C2-C2,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
SAI,Belgian Grand Prix 2024,11.846153846153847,24.76923076923077,7.0,6.0,2,20,C2,8,C3,16,C2,0,,C2-C3-C2,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
PER,Belgian Grand Prix 2024,9.538461538461538,29.923076923076923,2.0,7.0,3,11,C3,10,C3,21,C2,2,C4,C3-C3-C2-C4,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
ALO,Belgian Grand Prix 2024,3.4615384615384617,5.3076923076923075,8.0,8.0,1,13,C3,31,C3,0,,0,,C3-C3,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
OCO,Belgian Grand Prix 2024,0.23076923076923078,0.6923076923076923,9.0,9.0,2,12,C3,18,C2,14,C2,0,,C3-C2-C2,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
RIC,Belgian Grand Prix 2024,0.8461538461538461,2.5384615384615383,13.0,10.0,2,8,C4,13,C3,23,C4,0,,C4-C3-C4,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
STR,Belgian Grand Prix 2024,1.8461538461538463,5.3076923076923075,15.0,11.0,1,12,C3,32,C3,0,,0,,C3-C3,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
ALB,Belgian Grand Prix 2024,0.3076923076923077,0.3076923076923077,10.0,12.0,2,8,C3,15,C3,21,C2,0,,C3-C3-C2,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
GAS,Belgian Grand Prix 2024,0.46153846153846156,0.6923076923076923,12.0,13.0,2,9,C3,19,C2,16,C2,0,,C3-C2-C2,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
MAG,Belgian Grand Prix 2024,0.38461538461538464,2.076923076923077,17.0,14.0,1,17,C3,27,C2,0,,0,,C3-C2,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
BOT,Belgian Grand Prix 2024,0.0,0.0,14.0,15.0,2,11,C3,24,C2,9,C3,0,,C3-C2-C3,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
TSU,Belgian Grand Prix 2024,1.6923076923076923,2.5384615384615383,20.0,16.0,1,15,C3,29,C4,0,,0,,C3-C4,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
SAR,Belgian Grand Prix 2024,0.0,0.3076923076923077,18.0,17.0,2,8,C3,16,C3,20,C2,0,,C3-C3-C2,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
HUL,Belgian Grand Prix 2024,1.6923076923076923,2.076923076923077,16.0,18.0,2,7,C3,13,C2,24,C3,0,,C3-C2-C3,44,7.004,19,2,367,Medium,False,42.26715328467153,21.32846715328467,49.583941605839414,0.0,0
NOR,Dutch Grand Prix 2024,14.214285714285714,26.142857142857142,1.0,1.0,1,28,C2,44,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
VER,Dutch Grand Prix 2024,19.785714285714285,29.142857142857142,2.0,2.0,1,27,C2,45,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
LEC,Dutch Grand Prix 2024,12.642857142857142,24.642857142857142,6.0,3.0,1,24,C2,48,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
PIA,Dutch Grand Prix 2024,11.928571428571429,26.142857142857142,3.0,4.0,1,33,C2,39,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
SAI,Dutch Grand Prix 2024,11.571428571428571,24.642857142857142,10.0,5.0,1,30,C2,42,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
PER,Dutch Grand Prix 2024,9.357142857142858,29.142857142857142,5.0,6.0,1,29,C2,43,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
RUS,Dutch Grand Prix 2024,8.285714285714286,19.0,4.0,7.0,2,25,C2,29,C1,18,C3,0,,C2-C1-C3,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
HAM,Dutch Grand Prix 2024,10.714285714285714,19.0,14.0,8.0,2,23,C3,25,C1,24,C3,0,,C3-C1-C3,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
GAS,Dutch Grand Prix 2024,0.42857142857142855,0.7857142857142857,9.0,9.0,1,32,C2,39,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
ALO,Dutch Grand Prix 2024,3.5,5.214285714285714,7.0,10.0,1,31,C2,40,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
HUL,Dutch Grand Prix 2024,1.5714285714285714,1.9285714285714286,12.0,11.0,1,14,C2,57,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
RIC,Dutch Grand Prix 2024,0.8571428571428571,2.4285714285714284,13.0,12.0,1,29,C2,42,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
STR,Dutch Grand Prix 2024,1.7142857142857142,5.214285714285714,8.0,13.0,1,30,C2,41,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
ALB,Dutch Grand Prix 2024,0.2857142857142857,0.2857142857142857,19.0,14.0,2,12,C2,42,C1,17,C2,0,,C2-C1-C2,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
OCO,Dutch Grand Prix 2024,0.35714285714285715,0.7857142857142857,15.0,15.0,1,30,C2,41,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
SAR,Dutch Grand Prix 2024,0.0,0.2857142857142857,18.0,16.0,1,22,C2,49,C1,0,,0,,C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
TSU,Dutch Grand Prix 2024,1.5714285714285714,2.4285714285714284,11.0,17.0,2,14,C3,18,C2,39,C1,0,,C3-C2-C1,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
MAG,Dutch Grand Prix 2024,0.35714285714285715,1.9285714285714286,20.0,18.0,1,40,C1,31,C2,0,,0,,C1-C2,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
BOT,Dutch Grand Prix 2024,0.0,0.0,16.0,19.0,2,15,C3,28,C1,27,C2,0,,C3-C1-C2,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
ZHO,Dutch Grand Prix 2024,0.0,0.0,17.0,20.0,2,18,C2,33,C1,19,C3,0,,C2-C1-C3,72,4.259,14,2,235,High,False,30.80588235294118,19.00588235294118,60.96078431372549,0.0,0
LEC,Italian Grand Prix 2024,12.8,24.666666666666668,4.0,1.0,1,15,C4,38,C3,0,,0,,C4-C3,53,5.793,11,2,417,Low,False,49.31127819548872,33.1015037593985,32.285714285714285,0.0,0
PIA,Italian Grand Prix 2024,11.933333333333334,26.933333333333334,2.0,2.0,2,16,C4,22,C3,15,C3,0,,C4-C3-C3,53,5.793,11,2,417,Low,False,49.31127819548872,33.1015037593985,32.285714285714285,0.0,0
NOR,Italian Grand Prix 2024,15.0,26.933333333333334,1.0,3.0,2,14,C4,18,C3,21,C3,0,,C4-C3-C3,53,5.793,11,2,417,Low,False,49.31127819548872,33.1015037593985,32.285714285714285,0.0,0
SAI,Italian Grand Prix 2024,11.466666666666667,24.666666666666668,5.0,4.0,1,19,C4,34,C3,0,,0,,C4-C3,53,5.793,11,2,417,Low,False,49.31127819548872,33.1015037593985,32.285714285714285,0.0,0
HAM,Italian Grand Prix 2024,10.266666666666667,18.4,6.0,5.0,2,15,C4,22,C3,16,C3,0,,C4-C3-C3,53,5.793,11,2,417,Low,False,49.31127819548872,33.1015037593985,32.285714285714285,0.0,0
